job_title,job_category,salary,employee_residence,experience_level,employment_type,work_setting
Business Intelligence Engineer,BI and Visualization,185000,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,79600,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,169000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,129300,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,204500,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,142200,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,250000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,130000,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,210000,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,170000,United States,Senior,Full-time,In-person
Analytics Engineer,Leadership and Management,221300,United States,Senior,Full-time,In-person
Analytics Engineer,Leadership and Management,147500,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,189750,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,131100,United States,Senior,Full-time,In-person
Data Science Manager,Data Science and Research,299500,United States,Senior,Full-time,In-person
Data Science Manager,Data Science and Research,245100,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,128000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,81500,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,80000,United States,Entry-level,Full-time,In-person
Data Engineer,Data Engineering,52500,United States,Entry-level,Full-time,In-person
Research Scientist,Data Science and Research,370000,United States,Senior,Full-time,In-person
Research Scientist,Data Science and Research,200000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,72000,Colombia,Mid-level,Full-time,Remote
Data Engineer,Data Engineering,60000,Colombia,Mid-level,Full-time,Remote
Data Scientist,Data Science and Research,180000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,140000,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,94000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,81900,United States,Senior,Full-time,In-person
Analytics Engineer,Leadership and Management,210000,United States,Senior,Full-time,Remote
Analytics Engineer,Leadership and Management,159090,United States,Senior,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,210000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,175000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,118000,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,94400,United States,Senior,Full-time,Remote
Data Architect,Data Architecture and Modeling,150000,United States,Mid-level,Full-time,Remote
Data Architect,Data Architecture and Modeling,90000,United States,Mid-level,Full-time,Remote
Data Scientist,Data Science and Research,190000,Canada,Mid-level,Full-time,Remote
Data Scientist,Data Science and Research,125000,Canada,Mid-level,Full-time,Remote
Data Engineer,Data Engineering,130002,United States,Entry-level,Full-time,Remote
Data Engineer,Data Engineering,71908,United States,Entry-level,Full-time,Remote
Data Analyst,Data Analysis,80000,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,60000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,167500,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,106500,United States,Mid-level,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,202800,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,104300,United States,Senior,Full-time,In-person
AI Scientist,Machine Learning and AI,81838,Australia,Mid-level,Full-time,Remote
Compliance Data Analyst,Data Analysis,60000,United States,Entry-level,Full-time,Remote
Data Engineer,Data Engineering,185900,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,129300,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,150000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,110000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,230000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,175000,United States,Senior,Full-time,Remote
Machine Learning Scientist,Machine Learning and AI,200000,United States,Senior,Full-time,In-person
Machine Learning Scientist,Machine Learning and AI,170000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,175000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,160000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,255000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,160000,United States,Senior,Full-time,In-person
Analytics Engineer,Leadership and Management,116990,United States,Senior,Full-time,Remote
Analytics Engineer,Leadership and Management,82920,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,121000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,78000,United States,Senior,Full-time,In-person
Analytics Engineer,Leadership and Management,159000,United States,Senior,Full-time,Remote
Analytics Engineer,Leadership and Management,105000,United States,Senior,Full-time,Remote
Applied Scientist,Data Science and Research,309400,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,159100,United States,Senior,Full-time,In-person
Research Scientist,Data Science and Research,155000,United States,Mid-level,Full-time,In-person
Research Scientist,Data Science and Research,102000,United States,Mid-level,Full-time,In-person
Research Scientist,Data Science and Research,374000,United States,Senior,Full-time,In-person
Research Scientist,Data Science and Research,197500,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,260000,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,136000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,240000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,187000,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,20000,Nigeria,Mid-level,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,210000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,190000,United States,Senior,Full-time,In-person
Data Quality Analyst,Data Quality and Operations,95000,United States,Mid-level,Full-time,In-person
Data Quality Analyst,Data Quality and Operations,70000,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,195000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,119000,United States,Senior,Full-time,Remote
Applied Scientist,Data Science and Research,216000,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,184000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,200000,United States,Senior,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,160000,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,80000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,70000,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,185000,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,79600,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,73824,United Kingdom,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,61520,United Kingdom,Mid-level,Full-time,In-person
Data Science Engineer,Data Science and Research,266450,United States,Senior,Full-time,In-person
Data Science Engineer,Data Science and Research,177700,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,245000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,185000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,247500,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,172200,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,222200,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,136000,United States,Senior,Full-time,In-person
Data Operations Specialist,Data Quality and Operations,55720,United States,Senior,Full-time,Remote
Data Operations Specialist,Data Quality and Operations,50700,United States,Senior,Full-time,Remote
Business Data Analyst,Data Analysis,56000,Ghana,Mid-level,Part-time,Remote
Research Engineer,Data Science and Research,370000,United States,Senior,Full-time,In-person
Research Engineer,Data Science and Research,200000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,196000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,121000,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,202800,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,104300,United States,Senior,Full-time,In-person
Data Architect,Data Architecture and Modeling,135000,United States,Mid-level,Full-time,In-person
Data Architect,Data Architecture and Modeling,115000,United States,Mid-level,Full-time,In-person
Machine Learning Software Engineer,Machine Learning and AI,302000,United States,Senior,Full-time,In-person
Machine Learning Software Engineer,Machine Learning and AI,189000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,65000,United States,Mid-level,Full-time,Remote
Data Analyst,Data Analysis,55000,United States,Mid-level,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,220000,United States,Senior,Full-time,Remote
